Media,Tweet,Date & Time (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
@CNN,Police officers have rescued a man who is believed to have lived in a six-foot shed for 40 years. Another man has b… https://t.co/cUbP10GPzE,Thu Oct 04 09:42:37 +0000 2018,0.4215,0.118,0.0,0.882,71
@CNN,A financial disclosure from Donald Trump's sister led to The New York Times report on his taxes… https://t.co/AKFzTbQ6Ha,Thu Oct 04 09:31:16 +0000 2018,0.0,0.0,0.0,1.0,72
@CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/8mpZU4oLLm",Thu Oct 04 09:19:31 +0000 2018,0.0,0.0,0.0,1.0,73
@CNN,"RT @cnni: This Paris park, home to horse riding schools and a zoo, has a dark side. It's where Nigerian women are forced into prostitution…",Thu Oct 04 09:03:34 +0000 2018,-0.4588,0.0,0.12,0.88,74
@CNN,This private museum in Taiwan is home to the world's biggest and most comprehensive violin collection… https://t.co/jOaEGEM6Z3,Thu Oct 04 09:01:42 +0000 2018,0.3167,0.125,0.0,0.875,75
@CNN,Police officer killed and 6 others wounded during hours-long standoff in South Carolina https://t.co/u9MMiMI0wA https://t.co/6oKouil8rI,Thu Oct 04 08:36:44 +0000 2018,-0.6705,0.0,0.257,0.743,76
@CNN,SoftBank and Toyota want driverless cars to change the world https://t.co/Gl49d6Nh4Z https://t.co/li3q0APgW2,Thu Oct 04 08:29:47 +0000 2018,0.0772,0.106,0.0,0.894,77
@CNN,Kavanaugh awaits fate as senators read FBI report | Analysis by @StCollinson https://t.co/NVcQp74D06 https://t.co/vLRvJq1ncE,Thu Oct 04 08:05:03 +0000 2018,0.0772,0.098,0.0,0.902,78
@CNN,Science confirms what the heart already knows: Hugs really do make you feel better https://t.co/5wKD46f37Z https://t.co/A6TUF0z7ht,Thu Oct 04 08:01:05 +0000 2018,0.7269,0.303,0.0,0.697,79
@CNN,The insurance company that paid Kim Kardashian West after she was robbed of millions of dollars' worth of jewelry i… https://t.co/Svj9aR78DA,Thu Oct 04 07:50:27 +0000 2018,0.2263,0.087,0.0,0.913,80
@CNN,"It's judgment day for Brett Kavanaugh -- and the three crucial Republicans who could send him to the Supreme Court,… https://t.co/MXB5Vy3TP3",Thu Oct 04 07:41:51 +0000 2018,0.5574,0.153,0.0,0.847,81
@CNN,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical… https://t.co/Wguf1TRG7n",Thu Oct 04 07:31:04 +0000 2018,0.0516,0.117,0.106,0.778,82
@CNN,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system… https://t.co/Ysi3Sztzc3",Thu Oct 04 07:01:06 +0000 2018,0.0,0.0,0.0,1.0,83
@CNN,High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequen… https://t.co/LAzcY346ta,Thu Oct 04 06:31:02 +0000 2018,-0.765,0.0,0.352,0.648,84
@CNN,"CNN’s Samuel Burke gets a close look at Magic Leap’s mixed reality headset, with the help of actor Andy Serkis… https://t.co/PLg4U9dDxJ",Thu Oct 04 06:16:00 +0000 2018,0.4019,0.124,0.0,0.876,85
@CNN,More than 250 people around the world have died taking selfies since 2011 https://t.co/njs5fjzajS,Thu Oct 04 06:01:04 +0000 2018,-0.5574,0.0,0.217,0.783,86
@CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/fCBF1F5ohL",Thu Oct 04 05:46:01 +0000 2018,0.0,0.0,0.0,1.0,87
@CNN,The insurance company that paid Kim Kardashian West after she was robbed of millions of dollars' worth of jewelry i… https://t.co/wYXGuvv03I,Thu Oct 04 05:41:06 +0000 2018,0.2263,0.087,0.0,0.913,88
@CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/5TVQmNRNgC",Thu Oct 04 05:31:05 +0000 2018,-0.4019,0.183,0.247,0.57,89
@CNN,"After an unusually large amount of rain, officials are telling people who live near a dam in southern Arizona to ev… https://t.co/zKRdgJXdbU",Thu Oct 04 05:28:07 +0000 2018,0.0,0.0,0.0,1.0,90
@CNN,The British and Australian governments have accused Russian military intelligence of carrying out a worldwide campa… https://t.co/s4501714uP,Thu Oct 04 05:25:03 +0000 2018,0.2263,0.161,0.114,0.725,91
@CNN,"Fashion has a water consumption problem. But bacterial dye -- yes, bacterial -- could help change that:… https://t.co/oste8tCSTj",Thu Oct 04 05:16:00 +0000 2018,0.7391,0.309,0.081,0.61,92
@CNN,Audio of radio interviews between longtime Trump ally Roger Stone &amp; the radio host he claimed was his back channel… https://t.co/asPNRTy3tt,Thu Oct 04 05:12:28 +0000 2018,0.0,0.0,0.0,1.0,93
@CNN,"RT @CNNBusiness: The world's first full-scale Hyperloop passenger capsule has been revealed, and it could be the future of travel https://t…",Thu Oct 04 05:02:59 +0000 2018,0.0,0.0,0.0,1.0,94
@CNN,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/tdOQh3K3Zm,Thu Oct 04 05:01:06 +0000 2018,-0.34,0.0,0.13,0.87,95
@CNN,United Airlines flight lands safely after mayday call shuts down Sydney airport https://t.co/vNMEuulxZw https://t.co/6rqOLwupyu,Thu Oct 04 04:57:12 +0000 2018,0.7184,0.333,0.0,0.667,96
@CNN,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/YcHAqAf9ws",Thu Oct 04 04:46:00 +0000 2018,0.0,0.0,0.0,1.0,97
@CNN,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidatio… https://t.co/Q6rS0EKxia",Thu Oct 04 04:31:05 +0000 2018,0.0,0.0,0.0,1.0,98
@CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/7CN5t9NcR9,Thu Oct 04 04:16:00 +0000 2018,0.4927,0.144,0.0,0.856,99
@CNN,"US Vice President Mike Pence is set to ramp up Washington's criticism of Beijing in a speech on Thursday, accusing… https://t.co/1GjblY3Q51",Thu Oct 04 04:15:36 +0000 2018,-0.4404,0.0,0.132,0.868,100
@FoxNews,RT @FoxNewsInsider: TUNE IN NOW... @TuckerCarlson joins @OutnumberedFNC with @HARRISFAULKNER @MelissaAFrancis @LisaMarieBoothe &amp; @thehonora…,Thu Oct 04 16:08:53 +0000 2018,0.0,0.0,0.0,1.0,1
@FoxNews,"Carrie Severino: “We still are at zero evidence, zero corroboration. So for the people looking at this fairly, I th… https://t.co/0s5UTk05fF",Thu Oct 04 16:06:33 +0000 2018,0.0,0.0,0.0,1.0,2
@FoxNews,.@leezeldin on confirmation vote delay: “[Senate Democrats] caused the delay.” https://t.co/GVHdiKGEe0 https://t.co/NK3jNcnWmB,Thu Oct 04 15:59:52 +0000 2018,-0.3182,0.0,0.173,0.827,3
@FoxNews,.@SenSchumer: “Doctor Ford came forward and won America’s hearts and our Republican colleagues were upset because t… https://t.co/8bo5wxifDb,Thu Oct 04 15:56:34 +0000 2018,0.2732,0.166,0.117,0.717,4
@FoxNews,Arizona Dem governor candidate's top staffer plagiarized his US congress campaign website https://t.co/HK2vuM9zZf,Thu Oct 04 15:52:38 +0000 2018,0.2023,0.13,0.0,0.87,5
@FoxNews,".@LindseyGrahamSC: “The Brett Kavanaugh that I knew before the committee, is the Brett Kavanaugh I know now, the on… https://t.co/IdVYwyyXUa",Thu Oct 04 15:50:10 +0000 2018,0.0,0.0,0.0,1.0,6
@FoxNews,".@LindseyGrahamSC on the FBI report on the accusations made against Judge Kavanaugh: “It’s a complete report, it’s… https://t.co/UWRVxrSmHZ",Thu Oct 04 15:47:14 +0000 2018,-0.3182,0.0,0.126,0.874,7
@FoxNews,.@senatemajldr: “Who among us would not have been outraged by having a lifetime record drug through the mud with ac… https://t.co/aUemStahKQ,Thu Oct 04 15:41:20 +0000 2018,0.431,0.13,0.0,0.87,8
@FoxNews,"Slain South Carolina cop, called 'bravest police officer,' just marked 30 years of service https://t.co/qFmACOE0OT",Thu Oct 04 15:37:14 +0000 2018,0.5106,0.191,0.0,0.809,9
@FoxNews,.@senatemajldr: “Nobody is supposed to be guilty until proven innocent in the United States of America.”… https://t.co/igD1Kbw9T3,Thu Oct 04 15:33:42 +0000 2018,0.34,0.236,0.127,0.636,10
@FoxNews,.@senatemajldr: “This is now the seventh time the FBI has thoroughly reviewed Judge Kavanaugh’s background.”… https://t.co/CJ7mOsO9Rv,Thu Oct 04 15:32:41 +0000 2018,0.0,0.0,0.0,1.0,11
@FoxNews,.@senatemajldr on the Supreme Court nominee’s qualifications according to the @ABAesq https://t.co/npVyg6t1cc,Thu Oct 04 15:27:41 +0000 2018,0.5574,0.247,0.0,0.753,12
@FoxNews,".@SenSchumer: “We have many fears that this was a very limited process, that would constrain the FBI from getting a… https://t.co/NgeIy6bW1q",Thu Oct 04 15:17:42 +0000 2018,-0.6115,0.0,0.217,0.783,13
@FoxNews,".@SenFeinstein: “The White House certainly blocked access to millions of documents from Judge Kavanaugh’s record, I… https://t.co/Wa9Q6Da2Fi",Thu Oct 04 15:16:53 +0000 2018,0.0772,0.123,0.108,0.769,14
@FoxNews,Senators speak on the Senate floor about Judge Kavanaugh https://t.co/Zmlr60Xj2T,Thu Oct 04 15:14:10 +0000 2018,0.0,0.0,0.0,1.0,15
@FoxNews,.@SenFeinstein on the FBI report of Kavanaugh investigation: “We have seen even more press reports of witnesses who… https://t.co/6SjMjEPkIy,Thu Oct 04 15:13:32 +0000 2018,0.0,0.0,0.0,1.0,16
@FoxNews,"Rep. @Jim_Jordan on Supreme Court nominee Judge Kavanaugh: “I think he should be confirmed, I think it should happe… https://t.co/wzBnZXcHtA",Thu Oct 04 15:10:38 +0000 2018,0.5574,0.167,0.0,0.833,17
@FoxNews,.@SenSchumer and several Democratic members of the Senate Judiciary Committee hold a news conference.… https://t.co/mQwkkAhfP4,Thu Oct 04 15:06:44 +0000 2018,0.0,0.0,0.0,1.0,18
@FoxNews,".@SteveHiltonx: ""Get on with it— take the vote. We've got all the information we're going to get.""… https://t.co/ef7oJ6fkCI",Thu Oct 04 15:04:03 +0000 2018,0.0,0.0,0.0,1.0,19
@FoxNews,"JUST IN: Senator @ChuckGrassley views FBI Kavanaugh file, says it doesn't corroborate Ford claims https://t.co/GVHdiKGEe0",Thu Oct 04 15:02:14 +0000 2018,0.0,0.0,0.0,1.0,20
@FoxNews,RT @FoxNewsInsider: TUNE IN NOW... @TuckerCarlson joins @OutnumberedFNC with @HARRISFAULKNER @MelissaAFrancis @LisaMarieBoothe &amp; @thehonora…,Thu Oct 04 16:08:53 +0000 2018,0.0,0.0,0.0,1.0,21
@FoxNews,"Carrie Severino: “We still are at zero evidence, zero corroboration. So for the people looking at this fairly, I th… https://t.co/0s5UTk05fF",Thu Oct 04 16:06:33 +0000 2018,0.0,0.0,0.0,1.0,22
@FoxNews,.@leezeldin on confirmation vote delay: “[Senate Democrats] caused the delay.” https://t.co/GVHdiKGEe0 https://t.co/NK3jNcnWmB,Thu Oct 04 15:59:52 +0000 2018,-0.3182,0.0,0.173,0.827,23
@FoxNews,.@SenSchumer: “Doctor Ford came forward and won America’s hearts and our Republican colleagues were upset because t… https://t.co/8bo5wxifDb,Thu Oct 04 15:56:34 +0000 2018,0.2732,0.166,0.117,0.717,24
@FoxNews,Arizona Dem governor candidate's top staffer plagiarized his US congress campaign website https://t.co/HK2vuM9zZf,Thu Oct 04 15:52:38 +0000 2018,0.2023,0.13,0.0,0.87,25
@FoxNews,".@LindseyGrahamSC: “The Brett Kavanaugh that I knew before the committee, is the Brett Kavanaugh I know now, the on… https://t.co/IdVYwyyXUa",Thu Oct 04 15:50:10 +0000 2018,0.0,0.0,0.0,1.0,26
@FoxNews,".@LindseyGrahamSC on the FBI report on the accusations made against Judge Kavanaugh: “It’s a complete report, it’s… https://t.co/UWRVxrSmHZ",Thu Oct 04 15:47:14 +0000 2018,-0.3182,0.0,0.126,0.874,27
@FoxNews,.@senatemajldr: “Who among us would not have been outraged by having a lifetime record drug through the mud with ac… https://t.co/aUemStahKQ,Thu Oct 04 15:41:20 +0000 2018,0.431,0.13,0.0,0.87,28
@FoxNews,"Slain South Carolina cop, called 'bravest police officer,' just marked 30 years of service https://t.co/qFmACOE0OT",Thu Oct 04 15:37:14 +0000 2018,0.5106,0.191,0.0,0.809,29
@FoxNews,.@senatemajldr: “Nobody is supposed to be guilty until proven innocent in the United States of America.”… https://t.co/igD1Kbw9T3,Thu Oct 04 15:33:42 +0000 2018,0.34,0.236,0.127,0.636,30
@FoxNews,.@senatemajldr: “This is now the seventh time the FBI has thoroughly reviewed Judge Kavanaugh’s background.”… https://t.co/CJ7mOsO9Rv,Thu Oct 04 15:32:41 +0000 2018,0.0,0.0,0.0,1.0,31
@FoxNews,.@senatemajldr on the Supreme Court nominee’s qualifications according to the @ABAesq https://t.co/npVyg6t1cc,Thu Oct 04 15:27:41 +0000 2018,0.5574,0.247,0.0,0.753,32
@FoxNews,".@SenSchumer: “We have many fears that this was a very limited process, that would constrain the FBI from getting a… https://t.co/NgeIy6bW1q",Thu Oct 04 15:17:42 +0000 2018,-0.6115,0.0,0.217,0.783,33
@FoxNews,".@SenFeinstein: “The White House certainly blocked access to millions of documents from Judge Kavanaugh’s record, I… https://t.co/Wa9Q6Da2Fi",Thu Oct 04 15:16:53 +0000 2018,0.0772,0.123,0.108,0.769,34
@FoxNews,Senators speak on the Senate floor about Judge Kavanaugh https://t.co/Zmlr60Xj2T,Thu Oct 04 15:14:10 +0000 2018,0.0,0.0,0.0,1.0,35
@FoxNews,.@SenFeinstein on the FBI report of Kavanaugh investigation: “We have seen even more press reports of witnesses who… https://t.co/6SjMjEPkIy,Thu Oct 04 15:13:32 +0000 2018,0.0,0.0,0.0,1.0,36
@FoxNews,"Rep. @Jim_Jordan on Supreme Court nominee Judge Kavanaugh: “I think he should be confirmed, I think it should happe… https://t.co/wzBnZXcHtA",Thu Oct 04 15:10:38 +0000 2018,0.5574,0.167,0.0,0.833,37
@FoxNews,.@SenSchumer and several Democratic members of the Senate Judiciary Committee hold a news conference.… https://t.co/mQwkkAhfP4,Thu Oct 04 15:06:44 +0000 2018,0.0,0.0,0.0,1.0,38
@FoxNews,".@SteveHiltonx: ""Get on with it— take the vote. We've got all the information we're going to get.""… https://t.co/ef7oJ6fkCI",Thu Oct 04 15:04:03 +0000 2018,0.0,0.0,0.0,1.0,39
@FoxNews,"JUST IN: Senator @ChuckGrassley views FBI Kavanaugh file, says it doesn't corroborate Ford claims https://t.co/GVHdiKGEe0",Thu Oct 04 15:02:14 +0000 2018,0.0,0.0,0.0,1.0,40
@FoxNews,".@PressSec: ""It's time for the Senate to vote. Everything that has been asked by the Democrats is out there.""… https://t.co/87C4phjQCQ",Thu Oct 04 14:56:10 +0000 2018,0.0,0.0,0.0,1.0,41
@FoxNews,Chinese theme park closes ride after thrill-seeker's harness appears to come loose during leap at 500 feet https://t.co/8n2U1G4Wud,Thu Oct 04 14:55:41 +0000 2018,-0.3182,0.0,0.119,0.881,42
@FoxNews,".@PressSec: ""We stand 100 percent with Brett Kavanaugh."" https://t.co/TJ6YDm0vDF https://t.co/k5wpQ2rNDJ",Thu Oct 04 14:51:40 +0000 2018,0.0,0.0,0.0,1.0,43
@FoxNews,Controversial plans revealed to house Dublin's homeless on cruise ship https://t.co/APO0iAw9v2,Thu Oct 04 14:48:48 +0000 2018,-0.2023,0.0,0.153,0.847,44
@FoxNews,Impact of Kavanaugh confirmation on key midterm races https://t.co/vnMiPeu3Jd,Thu Oct 04 14:46:12 +0000 2018,0.0,0.0,0.0,1.0,45
@FoxNews,"Italian winery loses 8,000 gallons of prosecco in tank overflow https://t.co/dytmMWm19i",Thu Oct 04 14:42:59 +0000 2018,-0.3182,0.0,0.187,0.813,46
@FoxNews,"Senator @ChuckGrassley:  ""With @FBI Work Complete, It’s Time to Vote"" https://t.co/7Dyv9U3aHU",Thu Oct 04 14:40:41 +0000 2018,0.0,0.0,0.0,1.0,47
@FoxNews,"South Carolina shooting leaves 1 officer dead, 6 others wounded: police https://t.co/vKAsQnhHsI https://t.co/GRt3XRTfrY",Thu Oct 04 14:34:18 +0000 2018,-0.6486,0.0,0.301,0.699,48
@FoxNews,.@nyjets star Isaiah Crowell wins endorsement deal after being fined by @NFL for rubbing football on butt https://t.co/fUkO1ejgcl,Thu Oct 04 14:33:14 +0000 2018,0.7184,0.273,0.0,0.727,49
@FoxNews,".@FLOTUS Melania Trump continues her ""Be Best"" campaign in Africa https://t.co/J9XIl8sVcR https://t.co/ScZmTmEq7n",Thu Oct 04 14:29:21 +0000 2018,0.6369,0.276,0.0,0.724,50
@FoxNews,Seattle program that gives drug users a pass instead of prison spreads across the US https://t.co/0kCqZWWKAJ,Thu Oct 04 14:27:07 +0000 2018,-0.5106,0.0,0.191,0.809,51
@FoxNews,"Former Deputy Assistant AG John Yoo: ""Now that the senators can see all the information related to these accusation… https://t.co/CTndvKEm3P",Thu Oct 04 14:25:03 +0000 2018,0.0,0.0,0.0,1.0,52
@FoxNews,Cancer patient’s final act was to find home for beloved dog https://t.co/rYgfPxXJBf,Thu Oct 04 14:19:43 +0000 2018,-0.2732,0.186,0.249,0.565,53
@FoxNews,Stocks open day after Dow hits new high https://t.co/gDqvHXMXSl,Thu Oct 04 14:17:35 +0000 2018,0.0,0.0,0.0,1.0,54
@FoxNews,".@jasoninthehouse: ""Ms. Ford was given every opportunity to say everything she possibly could say, so now it's time… https://t.co/PCqqKzltRb",Thu Oct 04 14:13:27 +0000 2018,0.4215,0.135,0.0,0.865,55
@FoxNews,"GOP-doxxing suspect arrested; worked or interned for Feinstein, Jackson Lee, other Dems https://t.co/NySasWTl0w",Thu Oct 04 14:09:21 +0000 2018,-0.6486,0.0,0.325,0.675,56
@FoxNews,.@senatemajldr Mitch McConnell files motion to end debate on Kavanaugh and start process for confirmation vote… https://t.co/VMR8v51C8l,Thu Oct 04 14:05:09 +0000 2018,0.0,0.0,0.0,1.0,57
@FoxNews,Ex-Miss Iraq reveals she received death threats after a string of 'Westernized' women were killed https://t.co/iXQvgH7NFN,Thu Oct 04 14:01:46 +0000 2018,-0.9042,0.0,0.483,0.517,58
@FoxNews,Senators reviewing @FBI Kavanaugh report https://t.co/ItcJKovmJ4 https://t.co/0cqbIyUcSG,Thu Oct 04 14:00:17 +0000 2018,0.0,0.0,0.0,1.0,59
@FoxNews,".@kilmeade: ""If [Dr. Ford's letter] came to you, just judging by your track record... you would've asked Kavanaugh… https://t.co/ZVY8hbM77h",Thu Oct 04 13:23:59 +0000 2018,0.0,0.0,0.0,1.0,60
@FoxNews,"Senator @ChrisCoons: ""I believe [@SenFeinstein] sat on it for so long because she was respecting Dr. Ford's request… https://t.co/IWs892kjm3",Thu Oct 04 13:12:53 +0000 2018,0.4939,0.151,0.0,0.849,61
@FoxNews,.@FLOTUS makes remarks at the ambassador's residence in Malawi. https://t.co/AAjVHls6xO,Thu Oct 04 13:12:03 +0000 2018,0.0,0.0,0.0,1.0,62
@FoxNews,"Senator @ChrisCoons: ""Senator Flake had already said he was inclined to vote yes, I had already said I was inclined… https://t.co/gGHKlNc8SZ",Thu Oct 04 13:07:13 +0000 2018,0.4019,0.13,0.0,0.87,63
@FoxNews,"RT @FoxBusiness: NEWS ALERT: @Sears, @Kmart closing additional stores https://t.co/BwN3tKnfU1",Thu Oct 04 13:01:22 +0000 2018,0.4466,0.246,0.0,0.754,64
@FoxNews,United flight from LA lands safely in Sydney after declaring 'fuel mayday' https://t.co/v8IgTqnSsq,Thu Oct 04 12:31:00 +0000 2018,0.7184,0.353,0.0,0.647,65
@FoxNews,".@FLOTUS is greeted by first lady Gertrude Maseko and a flower girl as she arrives in Malawi, Africa. https://t.co/Cx9PlMzcAI",Thu Oct 04 12:27:24 +0000 2018,0.2732,0.11,0.0,0.89,66
@FoxNews,.@FLOTUS visits a school in Malawi.  https://t.co/yiDfjUkVo7,Thu Oct 04 12:22:41 +0000 2018,0.0,0.0,0.0,1.0,67
@FoxNews,"More than 1 in 3 American adults eat fast food on a given day, CDC survey finds https://t.co/zwbN9oi70q",Thu Oct 04 12:15:00 +0000 2018,0.0,0.0,0.0,1.0,68
@FoxNews,RT @FoxBusiness: Why a surge in semi-trucks order is a good sign for the economy  https://t.co/g9WCl7gcaC,Thu Oct 04 12:10:53 +0000 2018,0.4404,0.182,0.0,0.818,69
@FoxNews,"RT @FoxNewsResearch: Kavanaugh Latest:

Last Night/Overnight:
•McConnell officially set up Fri procedural vote
•WH got FBI rpt; says no cor…",Thu Oct 04 12:10:06 +0000 2018,-0.296,0.0,0.104,0.896,70
@FoxNews,Andrew Parker: “This is about giving voice to her experience.” @foxandfriends https://t.co/YY9QJYQwfI,Thu Oct 04 12:07:00 +0000 2018,0.34,0.179,0.0,0.821,71
@FoxNews,.@FLOTUS visits a school in Malawi. https://t.co/ApTpWXgouI,Thu Oct 04 12:00:44 +0000 2018,0.0,0.0,0.0,1.0,72
@FoxNews,.@FLOTUS visits a school in Malawi https://t.co/h9AiGwDTN2,Thu Oct 04 11:46:39 +0000 2018,0.0,0.0,0.0,1.0,73
@FoxNews,OPINION: Melania Trump’s Africa trip could provide the best kind of US outreach https://t.co/yvCj9WhJ5Q,Thu Oct 04 11:44:00 +0000 2018,0.743,0.344,0.0,0.656,74
@FoxNews,Andrew Parker: “Karen welcomes any investigation. She has cooperated with every investigation and she will continue… https://t.co/Zv9QPyA1kO,Thu Oct 04 11:37:42 +0000 2018,0.4019,0.144,0.0,0.856,75
@FoxNews,.@FLOTUS lands in Malawi on Africa trip @foxandfriends https://t.co/4nVdbJFCvT https://t.co/UHlBpCFi07,Thu Oct 04 11:32:00 +0000 2018,0.0,0.0,0.0,1.0,76
@FoxNews,'Master of Arms' will build weapons straight out of the history books https://t.co/PBZGrpqwsO,Thu Oct 04 11:15:00 +0000 2018,-0.25,0.12,0.184,0.696,77
@FoxNews,"Stock futures point to declines putting Dow march to 27,000 on hold (via @FoxBusiness) https://t.co/w7WGZOcSGz",Thu Oct 04 11:11:15 +0000 2018,0.0,0.0,0.0,1.0,78
@FoxNews,OPINION: Cal Thomas: Trump promised to put American interests first – he wasn’t kidding https://t.co/xu9138dQ4n,Thu Oct 04 10:45:00 +0000 2018,0.5994,0.349,0.0,0.651,79
@FoxNews,Senate Judiciary Committee receives FBI report on sexual misconduct allegations against Kavanaugh https://t.co/6jH6cWHE0L,Thu Oct 04 10:25:00 +0000 2018,0.0,0.0,0.0,1.0,80
@FoxNews,.@CarleyShimkus is live with the 'Fox News Update' on Facebook Watch: https://t.co/yq4SFGVnY5 https://t.co/W7TbomJRc6,Thu Oct 04 10:10:14 +0000 2018,0.0,0.0,0.0,1.0,81
@FoxNews,"John McLaughlin on midterm voter turnout: “You have 26 Democrats up, 10 in states that @POTUS won. There are millio… https://t.co/9gLQBX8DWk",Thu Oct 04 10:10:00 +0000 2018,0.5719,0.156,0.0,0.844,82
@FoxNews,"Police dog attack didn't violate woman's rights, judge rules https://t.co/ci7EOz7QbI",Thu Oct 04 10:01:00 +0000 2018,-0.121,0.191,0.226,0.583,83
@FoxNews,"A Soldier with 1st Battalion, 32nd Infantry Regiment, 1st Brigade Combat Team, 10th Mountain Division (LI) greets h… https://t.co/sgjCEmUqoc",Thu Oct 04 09:55:00 +0000 2018,-0.2023,0.08,0.12,0.8,84
@FoxNews,"Bedbugs prompt police, fire response at city council meeting in Gary, Ind. https://t.co/TzVtWCiVJO",Thu Oct 04 09:50:00 +0000 2018,-0.34,0.0,0.167,0.833,85
@FoxNews,Colbert takes on Trump's 'presidential alert' https://t.co/AYzfajSc0e,Thu Oct 04 09:44:00 +0000 2018,0.296,0.268,0.0,0.732,86
@FoxNews,Jenna Ellis on Kavanaugh probe: “This has been an attack against conservative values and the Constitution itself by… https://t.co/VsIBxJDV7R,Thu Oct 04 09:38:00 +0000 2018,-0.1027,0.118,0.136,0.746,87
@FoxNews,"White House receives FBI report on Kavanaugh, 'fully confident' he'll be confirmed https://t.co/OsvzEPgwTG",Thu Oct 04 09:31:00 +0000 2018,0.5413,0.225,0.0,0.775,88
@FoxNews,".@cabot_phillips: “I think it’s important for students to remember, just because you are calling for debate and for… https://t.co/3zI6ZbBxKl",Thu Oct 04 09:24:00 +0000 2018,0.2023,0.091,0.0,0.909,89
@FoxNews,Rep. Nancy Pelosi spoke to activists Wednesday about the Supreme Court confirmation debate over Judge Brett Kavanau… https://t.co/01jhY9WGet,Thu Oct 04 09:17:00 +0000 2018,0.5574,0.175,0.0,0.825,90
@FoxNews,.@RLHeinrichs: “Every other country watches what the United States does…It’s incredibly important that what the Uni… https://t.co/aBfFNsjw4Y,Thu Oct 04 09:11:00 +0000 2018,0.5984,0.246,0.0,0.754,91
@FoxNews,Pregnant mother claims self-defense in boyfriend's death: reports https://t.co/mCW3jfUMMD,Thu Oct 04 09:05:00 +0000 2018,-0.5994,0.0,0.328,0.672,92
@FoxNews,.@RLHeinrichs on U.S. refusing to lift sanctions on Iran: “There’s not gonna be any bad ramifications for the Unite… https://t.co/k7zS0H79oS,Thu Oct 04 09:00:00 +0000 2018,-0.7351,0.0,0.256,0.744,93
@FoxNews,Democratic intern charged with “doxxing” senators online @FoxFriendsFirst https://t.co/t1gZaSiyOP https://t.co/A1UcgNva1J,Thu Oct 04 08:52:00 +0000 2018,-0.2023,0.0,0.167,0.833,94
@FoxNews,A blind Minnesota teen hopes to inspire others by completing his first Ironman Triathlon this weekend.… https://t.co/ZggNgQlgpQ,Thu Oct 04 08:45:00 +0000 2018,0.5859,0.293,0.122,0.586,95
@FoxNews,"Stock futures point to declines, putting Dow march to 27,000 on hold (via 
@FoxBusiness) https://t.co/L6sK0mIJsF",Thu Oct 04 08:37:19 +0000 2018,0.0,0.0,0.0,1.0,96
@FoxNews,Ricin suspect in custody — court docs: Navy vet admits to sending letters https://t.co/VIodJYg7zW  @FoxFriendsFirst https://t.co/JtlaLfzXqN,Thu Oct 04 08:28:00 +0000 2018,0.0,0.126,0.126,0.747,97
@FoxNews,"Utah man arrested in ricin probe after suspicious mailings to Trump, Pentagon https://t.co/vo5ayAzoHG",Thu Oct 04 08:21:00 +0000 2018,-0.6808,0.0,0.337,0.663,98
@FoxNews,"Tennessee man attacks neighbor with ax, claims dog killed or ate his chicken, police say https://t.co/TrQc8gMiez",Thu Oct 04 08:15:27 +0000 2018,-0.8126,0.0,0.346,0.654,99
@FoxNews,"Dashcam video shows a Florida officer use a stun gun to stop a man who allegedly took off on a stolen tractor, then… https://t.co/MYhCGrbRoB",Thu Oct 04 08:09:00 +0000 2018,-0.7783,0.0,0.315,0.685,100
@nytimes,"NBC gave Michael Schur total freedom. So the TV impresario made ""The Good Place,"" a sitcom that's also a profound w… https://t.co/aPANEleDon",Thu Oct 04 16:02:13 +0000 2018,0.7964,0.283,0.0,0.717,1
@nytimes,"Barnes &amp; Noble announced that is considering putting itself up for sale, again. Shareholders are delighted but find… https://t.co/V90Zo8cfq7",Thu Oct 04 15:55:03 +0000 2018,0.4854,0.196,0.0,0.804,2
@nytimes,"RT @panphil: “It’s difficult to explain what Q means exactly,” says one teahouse manager. But ⁦@amyyqin⁩ explains it in all its delicious g…",Thu Oct 04 15:25:05 +0000 2018,0.6486,0.188,0.065,0.746,3
@nytimes,"As senators read FBI interview transcripts, the White House is confident that the new background check on Judge Bre… https://t.co/BZBegmkDQD",Thu Oct 04 15:10:07 +0000 2018,0.4939,0.144,0.0,0.856,4
@nytimes,RT @nytgraphics: A map of where China’s retaliatory tariffs threaten American jobs looks a lot like one that shows where voters backed Pres…,Thu Oct 04 15:00:13 +0000 2018,-0.0,0.149,0.107,0.744,5
